Vetcove ID,Date,Hospital,Name,Order #,PO Number,Supplier,Manufacturer,Manufacturer Number,Primary Category,Secondary Category,GL Code,Vetcove Item ID,Cost per Dose,Units,Unit Price,Unit Measurement,List Price,Quantity,Total Price,Item Status,Supplier's SKU
455921949,2025-07-03,Animal Care Center + Pet House Suites,"Genia Velfast Self-Grip K9 E-Collars: 15cm, Each",6206718811,VC0LADQH,Patterson,Genia,306456,Wound Care and White Goods,Elizabethan and Recovery Collars,,443063,8.47,1.0,8.47,collar,,1,8.47,Completed,078942394
455921946,2025-07-03,Animal Care Center + Pet House Suites,"PPVD Veterinary EN Savory Selects Feline: Chicken  Formula, 5.5oz, 24 Count",6206718811,VC0LADQH,Patterson,Nestle Purina,38100192448,Foods,"Diets, Therapeutic",,447045,2.1192,24.0,50.86,each,,1,50.86,Completed,078944395
455921934,2025-07-03,Animal Care Center + Pet House Suites,"Animax Ointment (Nystatin, Neomycin Sulfate, Thiostrepton, Triamcinolone Acetonide Ointment): 15 Ml",6206718811,VC0LADQH,Patterson,Dechra,12215,Pharmaceuticals,Dermatologic Preparations,Inventory - Medicine (1331),143513,0.7707,15.0,11.56,ml,,2,23.12,Completed,078360619
487264023,2025-11-10,Animal Care Center + Pet House Suites,"Gabapentin Oral Oil Suspension: 100 mg/ml, 100 ml",WO03271447,VC0N6IY2,Wedgewood Pharmacy,Wedgewood Pharmacy,GABAPESUS0301VC,Pharmaceuticals,Compounded Medication,Inventory - Medicine (1331),790171,73.35,1.0,73.35,purchasing unit,81.5,1,73.35,Completed,GABAPESUS0301VC
440576448,2025-05-12,Animal Care Center + Pet House Suites,"Librela Solution 1mL vial: 30mg/mL (88.3-132.3 lb), 6 count",1020278461,VC0KICMB,Zoetis,Zoetis,10022810,Pharmaceuticals,Antiinflammatories,Inventory - Medicine (1331),605231,56.65,6.0,339.9,ml,339.9,1,339.9,Completed,10022810
440576444,2025-05-12,Animal Care Center + Pet House Suites,"Apoquel Tablets: 16mg, 100 Count",1020278461,VC0KICMB,Zoetis,Zoetis,10021176,Pharmaceuticals,Immunosuppressants,,142871,1.8522,100.0,185.22,tablet,189.0,1,185.22,Completed,10009492
457561531,2025-07-10,Animal Care Center + Pet House Suites,Dorzolamide Hcl With Timolol Ophthalmic Solution: 10Ml,6712991-0,VC0LDCWS,Penn Vet,Multiple Manufacturers,50383023310,Pharmaceuticals,Ophth Preps and Treatments,Inventory - Medicine (1331),8482,0.629,10.0,6.29,ml,,1,6.29,Completed,PVS16483
458000451,2025-07-10,Animal Care Center + Pet House Suites,Vcheck C Cortisol: 10 Count,6712991-3,VC0LDCWS,Penn Vet,Bionote,VCF105DD,Diagnostics,Diagnostic Aids - Clinical,,374803,14.95,10.0,149.5,test,,1,149.5,Completed,BNTVCF105DD
458000243,2025-07-10,Animal Care Center + Pet House Suites,Vanguard B Oral Vaccine: 25 x 1 Dose,6206765169,VC0LDCWB,Patterson,Zoetis,10014058,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),174669,4.73,25.0,118.25,dose,,1,118.25,Completed,078926163
458000241,2025-07-10,Animal Care Center + Pet House Suites,"UltiGuard Safe Pack: 1/2ml, U-40, 29g x 1/2"", 100 Count",6206765169,VC0LDCWB,Patterson,UltiMed,07260,Administration and Transfusion,Syringes and Needles,,194713,0.2559,100.0,25.59,syringe,,1,25.59,Completed,078565367
458000240,2025-07-10,Animal Care Center + Pet House Suites,"UltiGuard Safe Pack: 0.3ml, U-40, 29G x 0.5"", 100 Count",6206765169,VC0LDCWB,Patterson,UltiMed,UM07263,Administration and Transfusion,Syringes and Needles,,187796,0.2559,100.0,25.59,syringe,,1,25.59,Completed,078565359
458000239,2025-07-10,Animal Care Center + Pet House Suites,"Prednisone Tablets: 20Mg, 100 Count",6206765169,VC0LDCWB,Patterson,Multiple Manufacturers,603533921,Pharmaceuticals,Immunosuppressants,Inventory - Medicine (1331),81014,0.0713,100.0,7.13,tablet,,1,7.13,Completed,078939323
458000500,2025-07-10,Animal Care Center + Pet House Suites,"Claro Otic Solution: 1 ml, 1 x 10 Count",62643120,VC0LDCW7,MWI,Elanco,90209438,Pharmaceuticals,Otic Preparations,Inventory - Medicine (1331),156413,18.94,10.0,189.4,tube,195.09,1,189.4,Completed,123279
458000499,2025-07-10,Animal Care Center + Pet House Suites,"Famotidine Injection: 4ml (10mg/ml), Each",62643120,VC0LDCW7,MWI,Mylan Pharmaceuticals,350892,Pharmaceuticals,Gastric Ulcer Drugs,,510880,0.4975,4.0,1.99,ml,2.33,2,3.98,Completed,117202
458000498,2025-07-10,Animal Care Center + Pet House Suites,"Disposable Otoscopic Cones: 5mm (Medium), 50 Count",62643120,VC0LDCW7,MWI,Innovative Vet Products,5MM,Diagnostics Exam,Otoscopes Ophthalmoscopes Acc,,33943,11.72,1.0,11.72,box,13.75,3,35.16,Completed,036700
443805271,2025-05-22,Animal Care Center + Pet House Suites,"Doxycycline Hyclate Tablets: 100Mg, 500 Count",61925876,VC0KNUA3,MWI,Multiple Manufacturers,67405055005,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),39090,0.0466,500.0,23.29,tablet,26.78,1,23.29,Completed,097382
443278036,2025-05-22,Animal Care Center + Pet House Suites,Catalyst Chem 17 Clip: 12 Count,5102622538,VC0KNU9K,Idexx,IDEXX,98-11003-02,Diagnostics Laboratory,Reagents/Accessories-Chemistry,,176103,52.5,12.0,630.0,each,667.8,1,630.0,Completed,98-11003-02
443783201,2025-05-22,Animal Care Center + Pet House Suites,"Low Dead Space Syringe with Needle(Soft Pack): Sterile, 3ml, Luer Lock, 22g x 3/4"", 100 Count",6661688-0,VC0KNUB5,Penn Vet,Multiple Manufacturers,26115,Administration and Transfusion,Syringes and Needles,,845962,0.1037,100.0,10.37,Syringes,,4,41.48,Completed,XL26115
443783195,2025-05-22,Animal Care Center + Pet House Suites,"Carprofen Chewable Tablets: 75mg, 180 Count",6661688-0,VC0KNUB5,Penn Vet,Multiple Manufacturers,21306855,Pharmaceuticals,Antiinflammatories,Inventory - Medicine (1331),509260,0.2919,180.0,52.54,tablet,,1,52.54,Completed,ZYV3030
443783194,2025-05-22,Animal Care Center + Pet House Suites,Azithromycin Oral Suspension:  30Ml (40Mg/Ml),6661688-0,VC0KNUB5,Penn Vet,Multiple Manufacturers,00093202631,Pharmaceuticals,Antimicrobial Agents,,55413,3.99,1.0,3.99,bottle,,1,3.99,Completed,PVS4496
428470724,2025-03-24,Animal Care Center + Pet House Suites,Vetscan Imagyst Ova Oocysts: 40 Tests,1019955920,VC0JS7CX,Zoetis,Zoetis,10023835,Diagnostics Laboratory,Fecal Tests,,391101,12.6,40.0,504.0,test,560.0,1,504.0,Completed,10023835
443347730,2025-05-22,Animal Care Center + Pet House Suites,Convenia Sterile Water: 10ml,6206397060,VC0KNUAA,Patterson,Zoetis,10001961,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),170299,0.0,10.0,0.0,ml,,1,0.0,Completed,078949599
443347728,2025-05-22,Animal Care Center + Pet House Suites,"TB Syringe with Needle(Soft Pack): Sterile, 1ml, Luer Slip, 25g x 5/8"", 100 Count",6206397060,VC0KNUAA,Patterson,Multiple Manufacturers,303-2158,Administration and Transfusion,Syringes and Needles,General Supplies - Medical (5300),845938,0.0869,100.0,8.69,syringes,,2,17.38,Completed,078952435
443347725,2025-05-22,Animal Care Center + Pet House Suites,Convenia Injectable: 10ml,6206397060,VC0KNUAA,Patterson,Zoetis,10001498,Pharmaceuticals,Antimicrobial Agents,,142684,42.996,10.0,429.96,ml,,1,429.96,Completed,078925672
443347723,2025-05-22,Animal Care Center + Pet House Suites,EUTHASOL® (pentobarbital sodium and phenytoin sodium) Euthanasia Solution: 100ml,6206397060,VC0KNUAA,Patterson,Virbac,710101,Pharmaceuticals,Euthanasia Agents,,27677,0.8277,100.0,82.77,ml,,1,82.77,Completed,078059296
491630340,2025-11-24,Animal Care Center + Pet House Suites,"Vetmedin® Chewable Tablets: 1.25mg, 50 Count",2104784164,GRS5956,Boehringer Ingelheim,Boehringer Ingelheim,103183,Pharmaceuticals,Cardiovascular Drugs,Inventory - Medicine (1331),128835,0.706,50.0,35.3,tablet,37.55,1,35.3,Completed,103183
491594266,2025-11-24,Animal Care Center + Pet House Suites,DOUXO S3 PYO Wipes: 30 Count,GRS5956,VC0NEAXP,Covetrus,Ceva,E81110L,Pharmaceuticals,Dermatologic Preparations,General Supplies - Medical (5300),396748,0.4547,30.0,13.64,each,13.64,1,13.64,Completed,072857
491594264,2025-11-24,Animal Care Center + Pet House Suites,"Methimazole Tablets: 5Mg, 100 Count",GRS5956,VC0NEAXP,Covetrus,Multiple Manufacturers,49884064001,Pharmaceuticals,Hormones and Analogs,Inventory - Medicine (1331),57475,0.0529,100.0,5.29,tablet,5.29,1,5.29,Completed,068981
491594268,2025-11-24,Animal Care Center + Pet House Suites,"Methocarbamol Tablets: 500Mg, 100 Count",GRS5956,VC0NEAXP,Covetrus,Multiple Manufacturers,3464310,Pharmaceuticals,Autonomic Drugs,Inventory - Medicine (1331),47564,0.0489,100.0,4.89,tablet,4.89,1,4.89,Completed,084523
493848481,2025-12-08,Animal Care Center + Pet House Suites,"Apoquel Tablets: 16mg, 100 Count",6208001066,VC0NKJIA,Patterson,Zoetis,10021176,Pharmaceuticals,Immunosuppressants,Inventory - Medicine (1331),142871,1.8522,100.0,185.22,tablet,,1,185.22,Completed,510066241
494261779,2025-12-08,Animal Care Center + Pet House Suites,Entyce Oral Solution: 30 mL Bottle x 1 Count,6208001879,VC0NKLKA,Patterson,Elanco,CA5535030AM,Pharmaceuticals,Weight Management,Inventory - Medicine (1331),212414,64.89,1.0,64.89,bottle,,1,64.89,Completed,078929876
494261782,2025-12-08,Animal Care Center + Pet House Suites,"Vacutainer Safety-Lok Blood Collection Set: 21ga x 3/4"", 12"" Tubing",6208001879,VC0NKLKA,Patterson,Becton Dickinson (BD),367281,Administration and Transfusion,Blood Collection and Admin,,135041,1.78,1.0,1.78,collection set,,50,89.0,Completed,078118708
494951393,2025-12-09,Animal Care Center + Pet House Suites,"Zenrelia (Ilunocitinib) Tablets: Teal, 8.5 mg, 90 Doses x 1 Count",6208016438,VC0NLO9E,Patterson,Elanco,CA5538090AM,Pharmaceuticals,Dermatologic Preparations,Inventory - Medicine (1331),756474,1.0946,90.0,98.51,tablet,,1,98.51,Completed,078952192
494335709,2025-12-09,Animal Care Center + Pet House Suites,"Diroban Injection: 2ml (25mg/ml), 5 Count",6208014729,VC0NLLFP,Patterson,Zoetis,10012868,Parasiticides,Heartworm Parasiticides,Inventory Asset - Preventatives (1335),215288,43.62,5.0,218.1,vial,,1,218.1,Completed,078930284
495445250,2025-12-11,Animal Care Center + Pet House Suites,"UltiGuard Safe Pack: 0.3ml, U-40, 29G x 0.5"", 100 Count",64900545,VC0NN3ZF,MWI,UltiMed,UM07263,Administration and Transfusion,Syringes and Needles,General Supplies - Medical (5300),187796,0.2441,100.0,24.41,syringe,28.64,1,24.41,Completed,601054
454526227,2025-06-30,Animal Care Center + Pet House Suites,"Vetivex® Veterinary 0.9% Sodium Chloride Injection: USP 1000 Ml, 14 Count",6702320-3,VC0L81DB,Penn Vet,Dechra,492-01,Administration and Transfusion,Fluid Therapy Solutions,,598896,6.0807,14.0,85.13,bag,,1,85.13,Completed,DP049201
454368749,2025-06-30,Animal Care Center + Pet House Suites,ProCyte Dx Reagent Kit: Each,5105921537,VC0L8IZ4,Idexx,IDEXX,99-26306-00,Diagnostics Laboratory,Hematology and Coagulation Tests,,176337,575.0,1.0,575.0,kit,605.95,1,575.0,Completed,99-26306-00
488965536,2025-11-17,Animal Care Center + Pet House Suites,"Proin Chewable Tablets: 50mg, 60 Count",SO0726879,VC0NAB2M,Amatheon,PRN,30030748,Pharmaceuticals,Urinary,Inventory - Medicine (1331),20547,0.4653,60.0,27.92,tablet,,1,27.92,Completed,49427-0141-48
488965538,2025-11-17,Animal Care Center + Pet House Suites,"PGCL Monofil Absorbable Suture: 5-0, P-3 (13mm), 3/8 Reverse Cut, 18"", Violet, 12 Count",SO0726879,VC0NAB2M,Amatheon,Multiple Manufacturers,Q463,Wound Closure,Synthetic Absorbable Suture,Inventory - Med Supplies (1332),60570,4.9992,12.0,59.99,suture,,1,59.99,Completed,L463-MO185013F13M
488965535,2025-11-17,Animal Care Center + Pet House Suites,"Doxycycline Hyclate Tablets: 100Mg, 500 Count",SO0726879,VC0NAB2M,Amatheon,Multiple Manufacturers,67405055005,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),39090,0.046,500.0,22.99,tablet,,1,22.99,Completed,27808-0234-02
488963903,2025-11-17,Animal Care Center + Pet House Suites,"Carprofen Chewable Tablets: 25mg, 180 Count",6847427-0,VC0NAAVZ,Penn Vet,Multiple Manufacturers,6451970845,Pharmaceuticals,Antiinflammatories,Inventory - Medicine (1331),224946,0.2429,180.0,43.72,tablet,,1,43.72,Completed,ZYV3010
488963906,2025-11-17,Animal Care Center + Pet House Suites,"Monoject Syringe with Needle (Rigid Pack): Sterile, 3ml, Luer Lock, 22g x 3/4"", 100 Count",6847427-0,VC0NAAVZ,Penn Vet,Cardinal Health,8881505223,Administration and Transfusion,Syringes and Needles,General Supplies - Medical (5300),193004,0.1693,100.0,16.93,needle,,4,67.72,Completed,SHW505223
453551677,2025-06-26,Animal Care Center + Pet House Suites,Vcheck CPL 2.0: 10 Count,62442154,VC0L6JKV,MWI,Bionote,VCF103DD,Diagnostics,Diagnostic Aids - Clinical,,388763,14.95,10.0,149.5,test,149.5,1,149.5,Completed,124396
453551675,2025-06-26,Animal Care Center + Pet House Suites,"Basic Underpad: Moderate Absorbency, 17"" x 24"", 300 Count",62442154,VC0L6JKV,MWI,Multiple Manufacturers,MSC281224C,Facility Supplies,Kennel Pads,,116328,0.1416,300.0,42.49,underpads,43.99,1,42.49,Completed,031911
453281028,2025-06-26,Animal Care Center + Pet House Suites,"Low Dead Space Syringe with Needle(Soft Pack): Sterile, 3ml, Luer Lock, 22g x 3/4"", 100 Count",6206660540,VC0L6JMZ,Patterson,Multiple Manufacturers,26115,Administration and Transfusion,Syringes and Needles,,845962,0.0,100.0,0.0,Syringes,,1,0.0,Completed,078683955
453281025,2025-06-26,Animal Care Center + Pet House Suites,"Disposable Otoscopic Cones: 5mm (Medium), 50 Count",6206660540,VC0L6JMZ,Patterson,Innovative Vet Products,5MM,Diagnostics Exam,Otoscopes Ophthalmoscopes Acc,,33943,13.88,1.0,13.88,box,,1,13.88,Completed,078800125
453281023,2025-06-26,Animal Care Center + Pet House Suites,"Miltex Biopsy Skin Punch: Disposable, 4mm, 1 Each",6206660540,VC0L6JMZ,Patterson,Multiple Manufacturers,3334,Diagnostics Exam,Biopsy,,117334,2.3,1.0,2.3,punch,,3,6.9,Completed,078079757
453281021,2025-06-26,Animal Care Center + Pet House Suites,"Vacutainer Safety-Lok Winged Blood Collection Set: Luer Adapter, 25g x 3/4"", 12"" Tubing, 50 Count",6206660540,VC0L6JMZ,Patterson,Becton Dickinson (BD),367285,Administration and Transfusion,Blood Collection and Admin,,79356,1.7792,50.0,88.96,collection sets,,1,88.96,Completed,078854658
453281020,2025-06-26,Animal Care Center + Pet House Suites,"Metronidazole Tablets: 500Mg, 100 Count",6206660540,VC0L6JMZ,Patterson,Multiple Manufacturers,29300022701,Pharmaceuticals,Antimicrobial Agents,,55527,5.87,1.0,5.87,bottle,,1,5.87,Completed,078949117
453281019,2025-06-26,Animal Care Center + Pet House Suites,Vanguard crLyme:  25 x 1 Dose,6206660540,VC0L6JMZ,Patterson,Zoetis,10012878,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),170181,15.43,25.0,385.75,dose,,1,385.75,Completed,078925876
453281017,2025-06-26,Animal Care Center + Pet House Suites,Vanguard L4 Vaccine: 25 X 1 Dose,6206660540,VC0L6JMZ,Patterson,Zoetis,10000618,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),166967,6.38,25.0,159.5,dose,,1,159.5,Completed,078925684
453281015,2025-06-26,Animal Care Center + Pet House Suites,PPVD Veterinary Supplements Canine FortiFlora Pro: 6 x 30 Sachets,6206660540,VC0L6JMZ,Patterson,Nestle Purina,038100187284,Nutraceuticals,Probiotics,Inventory Asset - Food (1333),385676,0.6997,180.0,125.94,sachet,,1,125.94,Completed,078940040
453203298,2025-06-26,Animal Care Center + Pet House Suites,SNAP 4Dx Plus Test: 30 Tests,5105591366,VC0L6JKQ,Idexx,IDEXX,99-0011516,Diagnostics Laboratory,Analyzers: Hematology,,517979,23.2,30.0,696.0,test,799.5,1,696.0,Completed,99-0011516
474613042,2025-09-17,Animal Care Center + Pet House Suites,VS VUE+ FINAL PK US (NV),1021100997,,Zoetis,,,,,,856404,0.0,1.0,0.0,purchasing unit,,2,0.0,Completed,30006111
474613035,2025-09-17,Animal Care Center + Pet House Suites,HM5 COLOR ANLZ NON VAL,1021100997,,Zoetis,,,,,,638854,0.0,1.0,0.0,purchasing unit,,1,0.0,Completed,30003046
474613038,2025-09-17,Animal Care Center + Pet House Suites,VETSCAN HM5 -RENTAL CHARGE,1021100997,,Zoetis,,,,,,750252,0.0,1.0,0.0,purchasing unit,,1,0.0,Processed,20002326
474613040,2025-09-17,Animal Care Center + Pet House Suites,"VS Lithium Heparin Micro Tube: 1.3 ml, 50 Count",1021100997,,Zoetis,Zoetis,10023242,Diagnostics Laboratory,"Blood Tubes, Needles and Racks",Lab Supplies (5630),371631,0.0,65.0,0.0,ml,0.01,2,0.0,Completed,10023242
474613022,2025-09-17,Animal Care Center + Pet House Suites,VetScan FeLV/FIV Rapid Test: 10 Count,1021100998,,Zoetis,Zoetis,250000010,Diagnostics,Diagnostic Aids - Clinical,Inventory Asset - Lab Supplies (1334),198464,18.72,10.0,187.2,test,208.95,1,187.2,Completed,10023175
474613020,2025-09-17,Animal Care Center + Pet House Suites,Vetscan UA14 Test Strips: 25 Count,1021100998,,Zoetis,Zoetis,1500-0014-25,Diagnostics Laboratory,"Test Strips, Readers, pH Paper",Lab Supplies (5630),229043,6.6636,25.0,166.59,strips,169.8,1,166.59,Completed,10023153
474613021,2025-09-17,Animal Care Center + Pet House Suites,VetScan Canine Flex4 Rapid Test: 25 Count,1021100998,,Zoetis,Zoetis,510-0006-25,Diagnostics,Diagnostic Aids - Clinical,Inventory Asset - Lab Supplies (1334),236210,17.0864,25.0,427.16,test,464.7,1,427.16,Completed,10021677
488633998,2025-11-13,Animal Care Center + Pet House Suites,"PPVD Canine EN Gastroenteric: 13.4oz Can, 12 Count",6207811092,VC0N8Y9A,Patterson,Nestle Purina,038100159342,Foods,"Diets, Therapeutic",Inventory Asset - Food (1333),77056,3.1208,12.0,37.45,each,,1,37.45,Completed,078911971
488634006,2025-11-13,Animal Care Center + Pet House Suites,"Primary IV Set with Convertible Pin Macrodrip: 80"", 15 drops/ml",6207811092,VC0N8Y9A,Patterson,Multiple Manufacturers,12672-28,Administration and Transfusion,IV Sets and Connectors,Inventory - Med Supplies (1332),137626,2.34,1.0,2.34,purchasing unit,,20,46.8,Completed,078350123
488634008,2025-11-13,Animal Care Center + Pet House Suites,Gentacalm® Topical Spray (Gentamicin Sulfate And Betamethasone Valerate): 120 Ml,6207811092,VC0N8Y9A,Patterson,Dechra,33512,Pharmaceuticals,Dermatologic Preparations,Inventory - Medicine (1331),84728,0.1023,120.0,12.28,ml,,1,12.28,Completed,078948003
488634007,2025-11-13,Animal Care Center + Pet House Suites,"Disposable Otoscopic Cones: 5mm (Medium), 50 Count",6207811092,VC0N8Y9A,Patterson,Innovative Vet Products,5MM,Diagnostics Exam,Otoscopes Ophthalmoscopes Acc,General Supplies - Medical (5300),33943,14.87,1.0,14.87,box,,3,44.61,Completed,078800125
488634088,2025-11-13,Animal Care Center + Pet House Suites,"PureVax® Feline Rabies: 0.5ml, 25 Count",2104751648,4503874716,Boehringer Ingelheim,Boehringer Ingelheim,159730,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),433495,12.1912,25.0,304.78,dose,423.3,1,304.78,Completed,159730
453551676,2025-06-26,Animal Care Center + Pet House Suites,"Atipamezole Hydrochloride Injectable Solution 5Mg/Ml, 10Ml",62442154,VC0L6JKV,MWI,Multiple Manufacturers,MWI03910,Pharmaceuticals,Sedatives and Tranquilizers,,611919,9.545,10.0,95.45,ml,116.67,1,95.45,Completed,503012
453551651,2025-06-26,Animal Care Center + Pet House Suites,Metacam® Oral Suspension: 15ml (0.5mg/ml),2104253771,4503742748,Boehringer Ingelheim,Boehringer Ingelheim,138776,Pharmaceuticals,Antiinflammatories,,192395,1.2473,15.0,18.71,ml,23.39,1,18.71,Completed,138776
453281026,2025-06-26,Animal Care Center + Pet House Suites,Dawn Dishwashing Liquid 38 oz,6206660540,VC0L6JMZ,Patterson,Patterson Supply Services,PGC45112,Facility Supplies,Miscellaneous Facility Supplies,,329151,0.2761,38.0,10.49,oz,,2,20.98,Completed,070312330
453281013,2025-06-26,Animal Care Center + Pet House Suites,"Nutramax Proviable-Forte Kit For Medium & Large Dogs, 30Ml, 5 Count",6206660540,VC0L6JMZ,Patterson,Nutramax,PROVFT5KP30,Nutraceuticals,Probiotics,,189253,18.9,5.0,94.5,each,,1,94.5,Completed,078926867
453281010,2025-06-26,Animal Care Center + Pet House Suites,Antisedan: 10ml (5mg/ml),6206660540,VC0L6JMZ,Patterson,Zoetis,10000449,Anesthesia,Anesthesia Systems,Inventory - Medicine (1331),49007,20.712,10.0,207.12,ml,,1,207.12,Completed,078677097
453203297,2025-06-26,Animal Care Center + Pet House Suites,Catalyst Lyte 4 Clip: 12 Count,5105591366,VC0L6JKQ,Idexx,IDEXX,98-11009-02,Diagnostics Laboratory,Reagents/Accessories-Chemistry,,176140,14.25,12.0,171.0,each,181.2,1,171.0,Completed,98-11009-02
440576618,2025-05-12,Animal Care Center + Pet House Suites,Vanguard B Oral Vaccine: 25 x 1 Dose,6206309918,VC0KHRVW,Patterson,Zoetis,10014058,Vaccines,Vaccines and Other Biologicals,Inventory - Medicine (1331),174669,4.73,25.0,118.25,dose,,1,118.25,Completed,078926163
440576615,2025-05-12,Animal Care Center + Pet House Suites,"Maropitant Citrate Tablets: 60mg, 4 Count",6206309918,VC0KHRVW,Patterson,Multiple Manufacturers,86117002917,Pharmaceuticals,Antiemetics,Inventory - Medicine (1331),596817,4.71,4.0,18.84,tablet,,1,18.84,Completed,078949959
440576614,2025-05-12,Animal Care Center + Pet House Suites,"Sontara Disposable Surgical Drape: 60"" x 100yd, Each",6206309918,VC0KHRVW,Patterson,Jorgensen Labs,J0258W,Apparel and Drapes,Drapes,,79787,140.0,1.0,140.0,roll,,1,140.0,Completed,078480371
481767900,2025-10-16,Animal Care Center + Pet House Suites,Vetscan Imagyst Ova Oocysts: 40 Tests,1021280530,VC0MTZ58,Zoetis,Zoetis,10023835,Diagnostics Laboratory,Fecal Tests,Inventory Asset - Lab Supplies (1334),391101,12.6,40.0,504.0,test,560.0,2,1008.0,Completed,10023835
436346955,2025-04-24,Animal Care Center + Pet House Suites,Vet Ear Temp VT-150 Disposable Probe Cover: 500 Count,61492820,VC0K9F1U,MWI,Advanced Monitors,DPC500,Diagnostics Exam,Thermometers Jars Probe Covers,,69000,70.82,1.0,70.82,box,74.19,1,70.82,Completed,019386
436346953,2025-04-24,Animal Care Center + Pet House Suites,"Claro Otic Solution: 1 ml, 1 x 10 Count",61492820,VC0K9F1U,MWI,Elanco,90209438,Pharmaceuticals,Otic Preparations,Inventory - Medicine (1331),156413,18.94,10.0,189.4,tube,195.09,1,189.4,Completed,123279
436329521,2025-04-24,Animal Care Center + Pet House Suites,"Orbax Oral Solution: 20ml (30mg/ml), 6 Count",6630556-0,VC0K9F2Y,Penn Vet,Merck,55219,Pharmaceuticals,Antimicrobial Agents,,193279,43.19,6.0,259.14,bottle,,1,259.14,Completed,INV055219
497090009,2025-12-17,Animal Care Center + Pet House Suites,"Proin Chewable Tablets: 75mg, 60 Count",6208100848,VC0NQORV,Patterson,PRN,4942731648,Pharmaceuticals,Urinary,Inventory - Medicine (1331),82135,0.6188,60.0,37.13,tablet,,1,37.13,Completed,078058973
497090010,2025-12-17,Animal Care Center + Pet House Suites,Technicuffs Blood Pressure Cuffs Kit,6208100848,VC0NQORV,Patterson,Technicuff,WVCUFFKIT,Monitors,Blood Pressure Cuffs,,63656,80.59,1.0,80.59,kit,,1,80.59,Completed,078875730
497090018,2025-12-17,Animal Care Center + Pet House Suites,Convenia Injectable: 10ml,6208100848,VC0NQORV,Patterson,Zoetis,10001498,Pharmaceuticals,Antimicrobial Agents,Inventory - Medicine (1331),142684,42.996,10.0,429.96,ml,,1,429.96,Completed,078925672
413127335,2025-01-20,Animal Care Center + Pet House Suites,"Interceptor Plus: 50.1-100 lbs. (Blue), 6 Doses x 5 Count",60046635,VC0IXG9D,MWI,Elanco,CA544869VAM,Parasiticides,Heartworm Parasiticides,Inventory - Medicine (1331),155731,7.6277,30.0,228.83,tablet,273.35,1,228.83,Completed,060785
413127337,2025-01-20,Animal Care Center + Pet House Suites,Yunnan Baiyao Capsules: 16 Count,60046635,VC0IXG9D,MWI,Dr. Xies Jing Tang Herbal Inc,TY12,Pharmaceuticals,Hemostatic Drugs,,202523,0.9419,16.0,15.07,capsule,16.57,1,15.07,Completed,120382
415609908,2025-01-30,Animal Care Center + Pet House Suites,"Maropitant Citrate Tablets: 160mg, 4 Count",6205809922,VC0J3LTY,Patterson,Multiple Manufacturers,86136010435,Pharmaceuticals,Antiemetics,Inventory - Medicine (1331),596816,5.48,4.0,21.92,tablet,,1,21.92,Completed,078949960
415609902,2025-01-30,Animal Care Center + Pet House Suites,Entyce Oral Solution: 30 mL Bottle x 1 Count,6205809922,VC0J3LTY,Patterson,Elanco,CA5535030AM,Pharmaceuticals,Weight Management,,212414,64.89,1.0,64.89,bottle,,1,64.89,Completed,078929876
415609893,2025-01-30,Animal Care Center + Pet House Suites,ZYMOX  Otic with 1% Hydrocortisone: 1.25oz,6205809922,VC0J3LTY,Patterson,Pet King Brands,ZYMO0001,Pharmaceuticals,Otic Preparations,,44118,11.272,1.25,14.09,oz,,1,14.09,Completed,078327423
415609895,2025-01-30,Animal Care Center + Pet House Suites,EUTHASOL® (pentobarbital sodium and phenytoin sodium) Euthanasia Solution: 100ml,6205809922,VC0J3LTY,Patterson,Virbac,710101,Pharmaceuticals,Euthanasia Agents,,27677,0.8036,100.0,80.36,ml,,1,80.36,Completed,078059296
415782446,2025-01-30,Animal Care Center + Pet House Suites,Nutramax Proviable Fiber Supplement for Cats and Dogs Powder: 200g,6543656-0,VC0J3LU8,Penn Vet,Nutramax,3000316,Nutraceuticals,Probiotics,,731143,0.1299,200.0,25.99,g,,1,25.99,Completed,NMX1595
415782445,2025-01-30,Animal Care Center + Pet House Suites,"Self-Seal Sterilization Pouch: 5.25"" x 10"", 200 Count",6543656-0,VC0J3LU8,Penn Vet,Multiple Manufacturers,PM5410/6,Autoclaves and Inst Cleaners,Sterilization Pouches and Tubes,,1798,0.0527,200.0,10.54,pouches,,1,10.54,Completed,DN4464
497124726,2025-12-17,Animal Care Center + Pet House Suites,"Cuffed PVC Endotracheal Tube: Sterile, Clear, 4mm x 210mm, 1 Each",GSF5494,VC0NQORO,Covetrus,Multiple Manufacturers,4240,Anesthesia,Endo tubes Laryngoscopes,General Supplies - Medical (5300),133872,1.99,1.0,1.99,tube,2.54,2,3.98,Completed,072035
